date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:00	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:11:14%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.eot?	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400d41d.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:00	92136/92136	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Apr%202021%2018:11:16%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.woff	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.woff	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:02	136516/136516	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Apr%202021%2018:11:16%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.ttf	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.ttf	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:03	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:11:18%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.eot	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:04	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:11:18%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.eot?	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400d41d.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:06	13588/13588	---M--	200	added ('OK')	font/woff2	date:Fri,%2009%20Apr%202021%2018:11:22%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.woff2	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.woff2	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:07	16776/16776	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Apr%202021%2018:11:22%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.woff	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.woff	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:22	34052/34052	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Apr%202021%2018:11:20%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.ttf	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.ttf	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:33	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Apr%202021%2018:11:20%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.svg	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-regular-400.svg	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:38	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Apr%202021%2018:11:14%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.svg	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-brands-400.svg	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:40	80252/80252	---M--	200	added ('OK')	font/woff2	date:Fri,%2009%20Apr%202021%2018:11:28%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.woff2	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.woff2	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
12:19:44	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Apr%202021%2018:11:24%20GMT	https://template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900.eot?	C:/react/Movieboook/template.gentechtreedesign.com/html/streamlab/red-html/fonts/fa-solid-900d41d.eot	(from https://template.gentechtreedesign.com/html/streamlab/red-html/css/all.min.css)
